               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 168,            0.014767,           0.0087924,                   0,             0.99954,                   1,               0.995,             0.87852,           0.0079897,           0.0033153,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,            0.016719,           0.0092631,                   0,             0.99958,                   1,               0.995,             0.85965,           0.0088855,            0.003536,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,            0.016325,           0.0097256,                   0,             0.99958,                   1,               0.995,             0.88513,           0.0068951,           0.0032471,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,            0.016812,           0.0088471,                   0,             0.99955,                   1,               0.995,             0.88591,           0.0071688,           0.0032858,                   0,            0.006634,            0.006634,            0.006634
                 172,            0.016354,           0.0093393,                   0,             0.99959,                   1,               0.995,             0.87688,           0.0068468,           0.0032071,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,            0.016826,           0.0095463,                   0,             0.99962,                   1,               0.995,             0.88018,           0.0079271,           0.0030821,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,            0.015103,            0.009556,                   0,             0.99958,                   1,               0.995,             0.88224,            0.007007,           0.0030081,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,            0.017083,           0.0086927,                   0,             0.99958,                   1,               0.995,             0.86943,           0.0071266,           0.0029661,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,            0.016643,           0.0087507,                   0,              0.9995,                   1,               0.995,              0.8843,           0.0068005,           0.0029956,                   0,            0.006535,            0.006535,            0.006535
                 177,            0.016793,           0.0093741,                   0,             0.99957,                   1,               0.995,             0.88819,           0.0067155,           0.0030564,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,            0.015595,            0.010167,                   0,             0.99958,                   1,               0.995,             0.88057,           0.0071454,           0.0030476,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,             0.01631,           0.0086438,                   0,             0.99958,                   1,               0.995,             0.88727,           0.0070922,           0.0029959,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,            0.017598,            0.009394,                   0,             0.99963,                   1,               0.995,             0.86079,           0.0085229,           0.0029768,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,             0.01665,           0.0090849,                   0,             0.99959,                   1,               0.995,             0.87425,           0.0074107,           0.0029377,                   0,            0.006436,            0.006436,            0.006436
                 182,            0.015516,           0.0092416,                   0,             0.99944,                   1,               0.995,             0.89391,           0.0067001,           0.0029253,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,            0.016722,           0.0091928,                   0,             0.99868,                   1,               0.995,             0.90437,           0.0060525,           0.0029292,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,            0.016395,           0.0092273,                   0,             0.99927,                   1,               0.995,             0.90637,           0.0063646,           0.0029484,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,            0.016638,           0.0093442,                   0,             0.99952,                   1,               0.995,             0.89406,           0.0069246,           0.0029893,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,            0.016966,           0.0091656,                   0,             0.99958,                   1,               0.995,             0.90134,           0.0062633,           0.0028459,                   0,            0.006337,            0.006337,            0.006337
                 187,             0.01668,           0.0088011,                   0,              0.9996,                   1,               0.995,              0.8998,           0.0063722,             0.00288,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,            0.015629,           0.0089994,                   0,             0.99959,                   1,               0.995,             0.89314,           0.0065607,           0.0029174,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,            0.015152,           0.0091557,                   0,             0.99959,                   1,               0.995,             0.90073,           0.0060992,           0.0029278,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,            0.015181,           0.0094752,                   0,             0.99957,                   1,               0.995,             0.89418,           0.0070972,             0.00289,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,             0.01615,           0.0096989,                   0,             0.99957,                   1,               0.995,             0.89065,           0.0068461,           0.0029787,                   0,            0.006238,            0.006238,            0.006238
                 192,            0.016198,            0.009302,                   0,             0.99958,                   1,               0.995,             0.88749,           0.0070216,           0.0029137,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,            0.015751,           0.0094763,                   0,             0.99958,                   1,               0.995,             0.88886,           0.0065451,           0.0028794,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,            0.013687,           0.0088696,                   0,             0.99957,                   1,               0.995,              0.8867,           0.0064932,           0.0029853,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,            0.014738,           0.0087276,                   0,             0.99956,                   1,               0.995,             0.89141,           0.0070031,           0.0030364,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,            0.016424,           0.0091199,                   0,             0.99955,                   1,               0.995,             0.89615,           0.0064119,           0.0029784,                   0,            0.006139,            0.006139,            0.006139
                 197,            0.015139,            0.008667,                   0,             0.99953,                   1,               0.995,                 0.9,           0.0060439,           0.0030161,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,            0.013689,           0.0099157,                   0,             0.99953,                   1,               0.995,             0.89553,           0.0066044,           0.0030942,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,            0.013987,           0.0094337,                   0,             0.99954,                   1,               0.995,             0.90023,            0.006412,           0.0030311,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,            0.015868,           0.0094878,                   0,             0.99954,                   1,               0.995,             0.89884,           0.0061398,           0.0029565,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,             0.01526,           0.0092807,                   0,             0.99952,                   1,               0.995,              0.9004,           0.0066545,           0.0029455,                   0,             0.00604,             0.00604,             0.00604
                 202,            0.015028,           0.0091541,                   0,             0.99955,                   1,               0.995,             0.89762,            0.006102,           0.0029263,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,            0.016032,           0.0092695,                   0,             0.99953,                   1,               0.995,             0.90211,           0.0062568,           0.0031427,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,            0.016045,           0.0087694,                   0,             0.99954,                   1,               0.995,             0.90167,           0.0061647,           0.0030023,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,            0.015655,           0.0088813,                   0,             0.99954,                   1,               0.995,             0.90974,           0.0059573,           0.0029944,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,            0.016294,           0.0085662,                   0,             0.99953,                   1,               0.995,             0.89417,           0.0071019,           0.0030123,                   0,            0.005941,            0.005941,            0.005941
                 207,            0.016494,           0.0088485,                   0,             0.99959,                   1,               0.995,             0.89852,           0.0063734,           0.0030715,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,            0.014538,           0.0083477,                   0,             0.99961,                   1,               0.995,              0.8947,             0.00717,           0.0033041,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,            0.015698,           0.0089013,                   0,             0.99961,                   1,               0.995,              0.8901,            0.007113,           0.0033583,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,            0.014606,           0.0093277,                   0,             0.99958,                   1,               0.995,             0.89674,           0.0066364,           0.0033955,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,            0.016106,           0.0092547,                   0,             0.99955,                   1,               0.995,             0.90506,           0.0062781,           0.0031567,                   0,            0.005842,            0.005842,            0.005842
                 212,            0.014031,           0.0088387,                   0,             0.99952,                   1,               0.995,             0.89326,           0.0066098,           0.0032975,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,            0.017212,           0.0090873,                   0,             0.99954,                   1,               0.995,             0.90527,           0.0061867,           0.0031495,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,             0.01351,           0.0087644,                   0,             0.99953,                   1,               0.995,             0.90245,           0.0063521,           0.0031613,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,            0.015584,           0.0091284,                   0,             0.99958,                   1,               0.995,             0.89471,           0.0063649,           0.0031984,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,            0.015438,           0.0091975,                   0,             0.99961,                   1,               0.995,              0.8967,           0.0068416,           0.0032396,                   0,            0.005743,            0.005743,            0.005743
                 217,            0.015361,           0.0091121,                   0,              0.9996,                   1,               0.995,             0.90259,           0.0069227,           0.0032142,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,            0.013143,           0.0089207,                   0,             0.99959,                   1,               0.995,             0.89347,           0.0066279,           0.0031841,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,            0.016179,            0.008689,                   0,              0.9996,                   1,               0.995,             0.89671,           0.0070052,            0.003134,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,            0.015397,           0.0079934,                   0,              0.9996,                   1,               0.995,             0.89415,             0.00714,           0.0030623,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,            0.015222,            0.008797,                   0,             0.99962,                   1,               0.995,             0.90613,           0.0060645,           0.0030571,                   0,            0.005644,            0.005644,            0.005644
                 222,            0.014835,           0.0087474,                   0,             0.99962,                   1,               0.995,             0.90661,           0.0060694,           0.0029626,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,            0.013788,           0.0085403,                   0,              0.9996,                   1,               0.995,             0.91044,           0.0057951,           0.0029837,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,            0.015029,            0.008934,                   0,             0.99959,                   1,               0.995,              0.9082,            0.005983,             0.00302,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,            0.015752,           0.0085653,                   0,             0.99961,                   1,               0.995,             0.90487,           0.0058465,           0.0029489,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,            0.014415,           0.0081459,                   0,             0.99961,                   1,               0.995,             0.91054,           0.0060855,           0.0028914,                   0,            0.005545,            0.005545,            0.005545
                 227,            0.013537,           0.0079716,                   0,             0.99965,                   1,               0.995,             0.91056,           0.0059117,           0.0027811,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,            0.013375,           0.0080097,                   0,             0.99968,                   1,               0.995,             0.91352,           0.0081801,           0.0028095,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,            0.014885,           0.0086431,                   0,              0.9997,                   1,               0.995,             0.90727,           0.0064875,           0.0028646,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,            0.013917,           0.0085138,                   0,             0.99965,                   1,               0.995,             0.89753,            0.006485,           0.0029078,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,            0.015132,           0.0079888,                   0,              0.9997,                   1,               0.995,             0.88571,           0.0069592,           0.0031209,                   0,            0.005446,            0.005446,            0.005446
                 232,            0.015526,           0.0089106,                   0,             0.99963,                   1,               0.995,             0.89142,            0.006937,           0.0030113,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,            0.013841,           0.0093236,                   0,             0.99978,                   1,               0.995,             0.90622,           0.0060723,            0.002892,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,            0.014197,           0.0079578,                   0,             0.99995,                   1,               0.995,             0.89649,           0.0065258,           0.0030322,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,            0.013753,           0.0089547,                   0,             0.99973,                   1,               0.995,             0.90813,           0.0062132,           0.0029156,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,            0.014788,           0.0086417,                   0,             0.99987,                   1,               0.995,             0.90713,           0.0074912,           0.0029426,                   0,            0.005347,            0.005347,            0.005347
                 237,             0.01402,            0.008299,                   0,             0.99959,                   1,               0.995,             0.91306,           0.0063156,           0.0027753,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,            0.014042,           0.0084084,                   0,             0.99948,                   1,               0.995,             0.90732,           0.0062709,           0.0027944,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,             0.01421,           0.0085714,                   0,             0.99964,                   1,               0.995,             0.90324,           0.0059952,           0.0029477,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,            0.013611,           0.0090826,                   0,             0.99945,                   1,               0.995,             0.90332,           0.0063314,           0.0029517,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,            0.016102,           0.0090516,                   0,             0.99931,                   1,               0.995,             0.91029,            0.006653,           0.0029056,                   0,            0.005248,            0.005248,            0.005248
                 242,            0.013495,           0.0085639,                   0,                   1,              0.9999,               0.995,             0.89916,            0.006624,           0.0031475,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,            0.017177,           0.0085808,                   0,                   1,             0.99946,               0.995,             0.89843,           0.0067167,           0.0031626,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,             0.01508,           0.0087604,                   0,             0.99938,                   1,               0.995,             0.89699,           0.0066258,           0.0031788,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,            0.013895,           0.0083002,                   0,             0.99936,                   1,               0.995,             0.90822,           0.0060978,           0.0030685,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,            0.013986,           0.0085327,                   0,             0.99953,                   1,               0.995,             0.90363,           0.0064892,            0.003159,                   0,            0.005149,            0.005149,            0.005149
                 247,            0.014177,           0.0088912,                   0,              0.9996,                   1,               0.995,             0.91483,           0.0058599,           0.0029314,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,            0.014573,           0.0081552,                   0,             0.99961,                   1,               0.995,             0.91861,            0.005878,           0.0029052,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,            0.012322,           0.0081099,                   0,              0.9996,                   1,               0.995,             0.90787,           0.0057187,           0.0029073,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,             0.01286,           0.0088664,                   0,             0.99965,                   1,               0.995,             0.91404,           0.0054078,           0.0027309,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,            0.013998,           0.0077661,                   0,             0.99962,                   1,               0.995,             0.90841,           0.0056336,           0.0027708,                   0,             0.00505,             0.00505,             0.00505
                 252,             0.01408,           0.0080215,                   0,             0.99959,                   1,               0.995,             0.90114,           0.0069162,           0.0029637,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,            0.013359,           0.0081021,                   0,             0.99957,                   1,               0.995,             0.91485,           0.0056913,           0.0029281,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,            0.013391,           0.0079488,                   0,             0.99957,                   1,               0.995,             0.91298,           0.0057092,           0.0030289,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,            0.013534,           0.0088251,                   0,             0.99953,                   1,               0.995,             0.90889,           0.0056608,           0.0030031,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,            0.013851,           0.0081843,                   0,             0.99956,                   1,               0.995,             0.91146,           0.0062273,           0.0030662,                   0,            0.004951,            0.004951,            0.004951
                 257,            0.013467,           0.0082801,                   0,             0.99957,                   1,               0.995,             0.91567,           0.0055018,           0.0031232,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,            0.012721,            0.008111,                   0,             0.99956,                   1,               0.995,              0.9126,           0.0057092,           0.0031465,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,            0.014444,            0.008434,                   0,             0.99959,                   1,               0.995,             0.90993,           0.0059587,           0.0031672,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,            0.013702,            0.008128,                   0,             0.99958,                   1,               0.995,             0.91127,           0.0060115,           0.0031499,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,            0.013374,           0.0080141,                   0,             0.99959,                   1,               0.995,             0.91712,           0.0055005,           0.0029624,                   0,            0.004852,            0.004852,            0.004852
                 262,            0.014577,           0.0087588,                   0,             0.99959,                   1,               0.995,             0.91138,           0.0059166,           0.0028763,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,            0.013701,           0.0078217,                   0,             0.99959,                   1,               0.995,             0.91036,           0.0058683,           0.0029532,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,            0.013607,           0.0079205,                   0,             0.99958,                   1,               0.995,              0.9039,           0.0061217,           0.0032007,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,            0.014463,           0.0078419,                   0,             0.99959,                   1,               0.995,             0.91665,           0.0059281,           0.0029475,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,            0.014448,           0.0083598,                   0,             0.99958,                   1,               0.995,             0.90916,           0.0058405,           0.0029765,                   0,            0.004753,            0.004753,            0.004753
                 267,            0.012949,           0.0075291,                   0,             0.99962,                   1,               0.995,             0.91477,            0.006186,           0.0028906,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,            0.014854,           0.0093983,                   0,             0.99961,                   1,               0.995,             0.92126,           0.0058269,           0.0028416,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,            0.013463,           0.0080219,                   0,              0.9996,                   1,               0.995,             0.92342,           0.0062635,            0.002765,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,            0.016444,           0.0087268,                   0,              0.9996,                   1,               0.995,             0.91337,           0.0061389,           0.0027865,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,            0.014503,           0.0085347,                   0,             0.99959,                   1,               0.995,             0.91314,           0.0061662,           0.0029839,                   0,            0.004654,            0.004654,            0.004654
                 272,            0.014045,           0.0088148,                   0,              0.9996,                   1,               0.995,              0.9098,           0.0064193,           0.0028504,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,             0.01417,           0.0084469,                   0,             0.99958,                   1,               0.995,             0.90743,           0.0061954,           0.0029088,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,            0.012733,           0.0078737,                   0,             0.99957,                   1,               0.995,             0.91171,           0.0061512,           0.0029237,                   0,           0.0045946,           0.0045946,           0.0045946
                 275,            0.014165,             0.00818,                   0,             0.99955,                   1,               0.995,             0.90726,           0.0063533,           0.0029828,                   0,           0.0045748,           0.0045748,           0.0045748
                 276,             0.01326,           0.0082878,                   0,             0.99958,                   1,               0.995,             0.91571,            0.006276,           0.0028408,                   0,            0.004555,            0.004555,            0.004555
                 277,            0.014154,           0.0088301,                   0,             0.99959,                   1,               0.995,             0.91138,           0.0067266,           0.0029324,                   0,           0.0045352,           0.0045352,           0.0045352
                 278,            0.012872,            0.008311,                   0,             0.99959,                   1,               0.995,             0.91221,           0.0059651,            0.002931,                   0,           0.0045154,           0.0045154,           0.0045154
                 279,            0.013962,           0.0085045,                   0,             0.99959,                   1,               0.995,             0.90487,            0.006046,           0.0029586,                   0,           0.0044956,           0.0044956,           0.0044956
                 280,             0.01377,           0.0083928,                   0,             0.99955,                   1,               0.995,             0.89963,           0.0063876,           0.0031359,                   0,           0.0044758,           0.0044758,           0.0044758
                 281,            0.013273,           0.0083671,                   0,             0.99956,                   1,               0.995,             0.90682,           0.0057613,            0.003174,                   0,            0.004456,            0.004456,            0.004456
                 282,            0.013681,           0.0077429,                   0,              0.9996,                   1,               0.995,             0.90479,           0.0058255,           0.0032704,                   0,           0.0044362,           0.0044362,           0.0044362
                 283,            0.012618,           0.0075417,                   0,             0.99962,                   1,               0.995,             0.90632,           0.0060195,           0.0033505,                   0,           0.0044164,           0.0044164,           0.0044164
                 284,            0.013601,           0.0085081,                   0,             0.99964,                   1,               0.995,             0.91098,           0.0059901,            0.002977,                   0,           0.0043966,           0.0043966,           0.0043966
                 285,            0.014327,           0.0085732,                   0,             0.99964,                   1,               0.995,             0.91267,           0.0065013,           0.0028781,                   0,           0.0043768,           0.0043768,           0.0043768
                 286,            0.013821,            0.007656,                   0,             0.99965,                   1,               0.995,             0.91691,           0.0061253,           0.0028554,                   0,            0.004357,            0.004357,            0.004357
                 287,            0.012733,           0.0090215,                   0,              0.9996,                   1,               0.995,             0.91228,            0.005893,            0.003014,                   0,           0.0043372,           0.0043372,           0.0043372
                 288,            0.013201,           0.0080834,                   0,             0.99964,                   1,               0.995,             0.91069,           0.0059249,           0.0029336,                   0,           0.0043174,           0.0043174,           0.0043174
                 289,            0.013341,            0.008158,                   0,             0.99962,                   1,               0.995,             0.91859,           0.0058096,           0.0030409,                   0,           0.0042976,           0.0042976,           0.0042976
                 290,            0.013361,           0.0079871,                   0,             0.99961,                   1,               0.995,             0.91002,           0.0060072,           0.0030977,                   0,           0.0042778,           0.0042778,           0.0042778
                 291,            0.013055,           0.0077727,                   0,              0.9996,                   1,               0.995,             0.91712,           0.0059903,             0.00285,                   0,            0.004258,            0.004258,            0.004258
                 292,            0.013891,            0.008226,                   0,             0.99959,                   1,               0.995,             0.91981,           0.0058913,           0.0028478,                   0,           0.0042382,           0.0042382,           0.0042382
                 293,            0.012625,            0.008226,                   0,             0.99957,                   1,               0.995,             0.92068,           0.0057053,           0.0027585,                   0,           0.0042184,           0.0042184,           0.0042184
                 294,            0.012913,           0.0079119,                   0,             0.99957,                   1,               0.995,             0.91747,           0.0055708,           0.0027077,                   0,           0.0041986,           0.0041986,           0.0041986
                 295,            0.012903,           0.0083921,                   0,             0.99957,                   1,               0.995,             0.90996,           0.0059734,           0.0026777,                   0,           0.0041788,           0.0041788,           0.0041788
                 296,            0.013002,           0.0083588,                   0,             0.99959,                   1,               0.995,             0.91679,            0.005812,            0.002694,                   0,            0.004159,            0.004159,            0.004159
                 297,            0.012788,            0.008317,                   0,             0.99954,                   1,               0.995,             0.91438,           0.0060864,           0.0027104,                   0,           0.0041392,           0.0041392,           0.0041392
                 298,            0.012458,           0.0076711,                   0,             0.99951,                   1,               0.995,             0.92429,           0.0055274,           0.0026303,                   0,           0.0041194,           0.0041194,           0.0041194
                 299,            0.013276,           0.0086816,                   0,             0.99958,                   1,               0.995,             0.91606,           0.0057634,           0.0027099,                   0,           0.0040996,           0.0040996,           0.0040996
                 300,            0.012287,           0.0081219,                   0,             0.99962,                   1,               0.995,             0.92378,           0.0053898,           0.0026709,                   0,           0.0040798,           0.0040798,           0.0040798
                 301,            0.012625,           0.0082131,                   0,             0.99964,                   1,               0.995,             0.92534,           0.0051918,           0.0027056,                   0,             0.00406,             0.00406,             0.00406
                 302,            0.012269,           0.0077029,                   0,             0.99963,                   1,               0.995,             0.91938,           0.0053247,           0.0027915,                   0,           0.0040402,           0.0040402,           0.0040402
                 303,            0.014576,           0.0083558,                   0,             0.99962,                   1,               0.995,             0.92459,           0.0052044,           0.0027005,                   0,           0.0040204,           0.0040204,           0.0040204
                 304,            0.013683,           0.0084952,                   0,             0.99958,                   1,               0.995,             0.93134,           0.0053172,           0.0027617,                   0,           0.0040006,           0.0040006,           0.0040006
                 305,            0.012191,           0.0072119,                   0,             0.99957,                   1,               0.995,             0.92082,           0.0054279,             0.00298,                   0,           0.0039808,           0.0039808,           0.0039808
                 306,            0.012114,            0.008187,                   0,             0.99956,                   1,               0.995,             0.92719,           0.0051693,           0.0029354,                   0,            0.003961,            0.003961,            0.003961
                 307,            0.014067,           0.0079086,                   0,             0.99961,                   1,               0.995,             0.92809,           0.0052743,           0.0026936,                   0,           0.0039412,           0.0039412,           0.0039412
                 308,             0.01185,            0.008542,                   0,             0.99962,                   1,               0.995,             0.92062,            0.005243,           0.0027269,                   0,           0.0039214,           0.0039214,           0.0039214
                 309,            0.013194,           0.0079297,                   0,             0.99964,                   1,               0.995,             0.93293,           0.0051357,           0.0027314,                   0,           0.0039016,           0.0039016,           0.0039016
                 310,            0.012256,           0.0078908,                   0,             0.99966,                   1,               0.995,             0.93868,           0.0052393,           0.0027161,                   0,           0.0038818,           0.0038818,           0.0038818
                 311,              0.0119,           0.0081026,                   0,             0.99965,                   1,               0.995,             0.93721,           0.0058508,           0.0027178,                   0,            0.003862,            0.003862,            0.003862
                 312,            0.012099,           0.0074726,                   0,             0.99963,                   1,               0.995,             0.93279,           0.0056144,           0.0027176,                   0,           0.0038422,           0.0038422,           0.0038422
                 313,            0.010835,           0.0076664,                   0,              0.9996,                   1,               0.995,             0.92585,           0.0052443,           0.0028003,                   0,           0.0038224,           0.0038224,           0.0038224
                 314,            0.013867,           0.0077715,                   0,             0.99961,                   1,               0.995,              0.9269,           0.0052787,           0.0028295,                   0,           0.0038026,           0.0038026,           0.0038026
                 315,            0.011117,             0.00769,                   0,              0.9996,                   1,               0.995,             0.92887,           0.0058214,           0.0027555,                   0,           0.0037828,           0.0037828,           0.0037828
                 316,            0.013051,           0.0082342,                   0,              0.9996,                   1,               0.995,             0.92995,           0.0055016,           0.0026773,                   0,            0.003763,            0.003763,            0.003763
                 317,            0.014204,           0.0079546,                   0,              0.9996,                   1,               0.995,             0.93169,           0.0052956,           0.0025923,                   0,           0.0037432,           0.0037432,           0.0037432
                 318,            0.012295,           0.0080131,                   0,             0.99962,                   1,               0.995,              0.9367,           0.0051539,           0.0025925,                   0,           0.0037234,           0.0037234,           0.0037234
                 319,            0.011731,           0.0073631,                   0,             0.99961,                   1,               0.995,             0.93152,           0.0051911,           0.0026032,                   0,           0.0037036,           0.0037036,           0.0037036
                 320,            0.013748,           0.0079547,                   0,              0.9996,                   1,               0.995,             0.92041,           0.0055492,           0.0026953,                   0,           0.0036838,           0.0036838,           0.0036838
                 321,            0.013229,           0.0081643,                   0,             0.99959,                   1,               0.995,             0.92438,           0.0049727,           0.0026602,                   0,            0.003664,            0.003664,            0.003664
                 322,             0.01204,           0.0082364,                   0,              0.9996,                   1,               0.995,             0.92965,           0.0051868,           0.0026145,                   0,           0.0036442,           0.0036442,           0.0036442
                 323,            0.012884,           0.0078652,                   0,             0.99962,                   1,               0.995,             0.92754,           0.0055817,           0.0026964,                   0,           0.0036244,           0.0036244,           0.0036244
                 324,            0.011733,           0.0078921,                   0,             0.99959,                   1,               0.995,             0.92715,           0.0053562,           0.0026489,                   0,           0.0036046,           0.0036046,           0.0036046
                 325,            0.012973,           0.0076465,                   0,             0.99958,                   1,               0.995,             0.92647,           0.0050782,           0.0026379,                   0,           0.0035848,           0.0035848,           0.0035848
                 326,            0.011838,           0.0075798,                   0,             0.99957,                   1,               0.995,             0.92501,           0.0054315,           0.0027101,                   0,            0.003565,            0.003565,            0.003565
                 327,            0.012853,           0.0081281,                   0,             0.99957,                   1,               0.995,             0.92036,           0.0053067,            0.002725,                   0,           0.0035452,           0.0035452,           0.0035452
                 328,            0.012443,           0.0080289,                   0,             0.99957,                   1,               0.995,             0.92481,           0.0053738,           0.0026751,                   0,           0.0035254,           0.0035254,           0.0035254
                 329,            0.011692,           0.0077829,                   0,             0.99961,                   1,               0.995,             0.92534,           0.0053842,           0.0026668,                   0,           0.0035056,           0.0035056,           0.0035056
                 330,            0.010975,           0.0079982,                   0,             0.99962,                   1,               0.995,             0.92189,           0.0055859,           0.0027216,                   0,           0.0034858,           0.0034858,           0.0034858
                 331,            0.012587,           0.0080625,                   0,             0.99962,                   1,               0.995,             0.93568,           0.0053559,           0.0026235,                   0,            0.003466,            0.003466,            0.003466
                 332,            0.011415,           0.0078952,                   0,             0.99962,                   1,               0.995,             0.93158,           0.0051717,           0.0025897,                   0,           0.0034462,           0.0034462,           0.0034462
                 333,            0.011096,           0.0074825,                   0,             0.99962,                   1,               0.995,             0.93089,           0.0051075,           0.0026765,                   0,           0.0034264,           0.0034264,           0.0034264
                 334,            0.012564,           0.0077089,                   0,             0.99963,                   1,               0.995,             0.92773,           0.0051768,           0.0026604,                   0,           0.0034066,           0.0034066,           0.0034066
                 335,            0.011561,           0.0085641,                   0,             0.99964,                   1,               0.995,             0.91946,           0.0054912,           0.0026903,                   0,           0.0033868,           0.0033868,           0.0033868
                 336,            0.012428,           0.0079359,                   0,             0.99965,                   1,               0.995,              0.9258,           0.0055248,           0.0026852,                   0,            0.003367,            0.003367,            0.003367
                 337,            0.012448,           0.0072522,                   0,             0.99966,                   1,               0.995,             0.91995,           0.0052671,           0.0026866,                   0,           0.0033472,           0.0033472,           0.0033472
                 338,            0.011767,           0.0074542,                   0,             0.99965,                   1,               0.995,             0.91735,           0.0055081,           0.0026965,                   0,           0.0033274,           0.0033274,           0.0033274
                 339,            0.012648,           0.0073041,                   0,             0.99966,                   1,               0.995,             0.92858,            0.005086,           0.0025816,                   0,           0.0033076,           0.0033076,           0.0033076
                 340,            0.013108,           0.0083165,                   0,             0.99965,                   1,               0.995,             0.93101,           0.0051099,           0.0025644,                   0,           0.0032878,           0.0032878,           0.0032878
